,Scenario,Assumption,Climate,CVPTOTALDEL,C_CAA003,C_CAA003_CVC,C_CAA003_CVP,C_CAA003_IF,C_CAA003_SWP,C_CAA003_SWP_TD,C_CAA003_TD,C_CAA003_WTS,C_DMC000,C_DMC000_CVP,C_DMC000_IF,C_DMC000_TD,C_OMR014,C_SAC000,C_SAC017,C_SAC029B,C_SAC030,C_SAC041,C_SAC048,C_SAC083,C_SAC085,C_SAC097,C_SAC240,D408,DELTAINFLOWFORNDOI,DELTARDV_TOTAL,DELTAR_A_DV,DEL_CVP_PAG_N,DEL_CVP_PAG_S,DEL_CVP_PEX_S,DEL_CVP_PMI_S,DEL_CVP_PRF_N,DEL_CVP_PRF_S,DEL_CVP_PSC_N,DEL_CVP_TOTAL_N,DEL_CVP_TOTAL_S,DEL_SWP_PIN,D_OMR027_CAA000,D_OMR028_DMC000,D_SAC030_MOK014,EM_EC_MONTH,EXPORTACTUALIF,EXPORTACTUALTD,JP_EC_MONTH,MRDO_FINALDV,NDOI,NDOI_ADD,NDOI_ADD_ANN,NDOI_ADD_CVP,NDOI_ADD_SWP,NDOI_MIN,PERDV_CVPAG_S,PERDV_CVPAG_SYS,PERDV_CVPEX_S,PERDV_CVPMI_S,PERDV_CVPMI_SYS,PERDV_CVPRF_S,PERDV_CVPRF_SYS,PERDV_CVPSC_SYS,PERDV_SWP_FSC,PERDV_SWP_MWD1,RS_EC_MONTH,SHORT_CVP_TOT_N,SHORT_CVP_TOT_S,SHORT_SWP_TOTA,SHORT_SWP_TOT_S,SHORT_SWP_TOT_N,SP_SAC066_YBP020,SP_SAC083_YBP037,SWP_CO_FEATH,SWP_CO_NBAY,SWP_CO_TOTAL,SWP_IN_FEATH,SWP_IN_NBAY,SWP_IN_TOTAL,SWP_LOSS,SWP_PERDELDV,SWP_TA_FEATH,SWP_TA_NBAY,SWP_TA_TOTAL,S_FOLSM,S_MCLRE,S_MELON,S_MLRTN,S_OROVL,S_PEDRO,S_SHSTA,S_SLUIS_CVP,S_SLUIS_SWP,S_TRNTY,S_WKYTN,S_LOSVQ,WYT_SAC_,X2_PRV,SWP_CO_ACFC,SWP_CO_ACWD,SWP_CO_AVEK,SWP_CO_CLA,SWP_CO_CLWA1,SWP_CO_CLWA2,SWP_CO_CVWD,SWP_CO_DESERT,SWP_CO_DUDLEY,SWP_CO_EMPIRE,SWP_CO_KERN,SWP_CO_KINGS,SWP_CO_LCID,SWP_CO_MWA,SWP_CO_MWD,SWP_CO_NAPA,SWP_CO_OAK,SWP_CO_PWD,SWP_CO_SB,SWP_CO_SBV,SWP_CO_SCV,SWP_CO_SGP,SWP_CO_SGV,SWP_CO_SLO,SWP_CO_SOLANO,SWP_CO_TULARE,SWP_CO_VC,SWP_IN_ACFC,SWP_IN_ACWD,SWP_IN_AVEK,SWP_IN_CLA,SWP_IN_CLWA1,SWP_IN_CLWA2,SWP_IN_CVWD,SWP_IN_DESERT,SWP_IN_DUDLEY,SWP_IN_EMPIRE,SWP_IN_KERN,SWP_IN_KINGS,SWP_IN_LCID,SWP_IN_MWA,SWP_IN_MWD,SWP_IN_NAPA,SWP_IN_OAK,SWP_IN_PWD,SWP_IN_SB,SWP_IN_SBV,SWP_IN_SCV,SWP_IN_SGP,SWP_IN_SGV,SWP_IN_SLO,SWP_IN_SOLANO,SWP_IN_TULARE,SWP_IN_VC,SWP_TA_ACFC,SWP_TA_ACWD,SWP_TA_AVEK,SWP_TA_CLA,SWP_TA_CLWA1,SWP_TA_CLWA2,SWP_TA_CVWD,SWP_TA_DESERT,SWP_TA_DUDLEY,SWP_TA_EMPIRE,SWP_TA_KERNAG,SWP_TA_KERNMI,SWP_TA_KINGS,SWP_TA_LCID,SWP_TA_MWA,SWP_TA_MWD,SWP_TA_NAPA,SWP_TA_OAK,SWP_TA_PWD,SWP_TA_SB,SWP_TA_SBV,SWP_TA_SCV,SWP_TA_SGP,SWP_TA_SGV,SWP_TA_SLO,SWP_TA_SOLANO,SWP_TA_TULARE,SWP_TA_VC,C_CAA087,C_CAA087_CVP,C_CAA087_SWP,C_CAA095,C_CAA109,C_CAA143,C_CAA155,C_CAA156,C_CAA165,C_CAA172,C_CAA173,C_CAA181,C_CAA183,C_CAA184,C_CAA185,C_CAA194,C_CAA207,C_CAA210,C_CAA220,C_CAA238,C_CAA239,C_CAA240,C_CAA241,C_CAA242,C_CAA245,C_CAA262,C_CAA278,C_CAA279,C_CAA280,C_CAA293,icy,icm,iwy,iwm,cfs_taf
1965-12-31 23:59:59,DCR23_Baseline,DCR 2023,Current,1737.03,7107.47,382.94,382.94,0.0,6724.53,6724.53,7107.47,0.0,4600.0,4600.0,0.0,4600.0,-9500.9,6259.79,11612.98,3019.51,14459.58,14459.58,14495.5,12109.21,9490.6,7215.16,7907.15,95.3,18011.5,2444.8,2444.8,66.52,612.16,68.59,244.99,123.29,343.07,0.0,199.66,1354.09,0.0,7107.89,4600.0,0.0,271.98,0.0,11707.47,394.05,4500.0,6079.75,1579.75,0.0,1373.55,0.0,4500.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,254.98,-0.0,0.22,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,46.67,0.67,25.28,70.95,3584.32,559.82,674.6,1795.56,378.87,2140.99,1690.0,3339.23,638.54,679.44,1831.84,206.0,160.0,1.0,74.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.44,73.36,57.6,3.8,11.19,64.01,153.87,65.64,5.29,0.25,275.64,45.95,12.24,2.28,60.97,2121.38,24.08,0.0,12.7,26.04,120.72,88.0,8.69,2.08,12.88,46.87,119.78,112.29,4041.96,940.91,3101.05,4041.96,3909.87,3719.47,3612.91,3610.01,3606.63,3501.64,3501.39,3489.15,3369.37,3364.08,3311.48,2786.87,2786.87,2786.87,2778.27,2395.32,2370.95,2370.95,2370.95,2363.99,2363.99,2363.99,2361.38,2354.83,2353.53,2353.53,1965,12,1966,3,0.061487603
1966-01-31 23:59:59,DCR23_Baseline,DCR 2023,Current,2444.44,2110.65,0.0,0.0,0.0,2110.65,2110.65,2110.65,0.0,3165.97,3165.97,0.0,3165.97,-3645.16,19469.69,18171.53,4012.5,21477.17,21477.17,21528.33,19298.0,16063.35,13968.86,9694.77,85.77,25393.4,1410.54,1410.54,48.99,941.19,841.5,170.6,59.53,380.99,0.0,117.5,2444.44,21.04,2111.44,3165.97,0.0,448.74,0.0,5276.62,640.65,6000.0,19837.25,13837.25,0.0,5230.44,8606.82,6000.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37,320.9,-0.0,0.19,0.0,0.0,0.0,0.0,418.06,35.13,259.22,2436.42,0.0,21.04,21.04,43.98,0.37,17.68,24.4,438.02,546.45,674.6,1841.47,434.78,2213.14,1690.0,3742.25,682.57,645.6,1900.0,206.0,159.62,1.0,79.46,41.83,53.67,146.71,7.05,0.0,79.03,246.81,99.45,16.12,1.22,434.24,0.0,0.0,127.93,607.53,84.46,7.45,17.94,55.29,60.07,83.93,11.21,0.0,44.6,174.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.17,4.4,37.75,2.56,0.19,4.72,0.0,0.0,2.15,0.0,46.96,37.11,0.0,0.95,36.46,180.78,13.34,0.0,2.51,15.52,0.0,0.0,0.0,0.0,9.23,11.06,0.0,0.46,3102.62,668.08,2434.54,3102.62,2925.96,2712.72,2577.28,2574.49,2571.24,2437.92,2436.7,2436.7,2436.7,2418.42,2230.45,1894.49,1894.49,1894.49,1886.39,1886.39,1876.68,1876.68,1876.68,1806.71,1806.71,1806.71,1804.25,1750.91,1749.68,1749.68,1966,1,1966,4,0.061487603
1966-02-28 23:59:59,DCR23_Baseline,DCR 2023,Current,2576.3,2550.52,0.0,0.0,0.0,2550.52,2550.52,2550.52,0.0,3825.77,3825.77,0.0,3825.77,-4020.71,24639.47,22365.33,4340.95,23798.36,23798.36,23745.6,21835.98,19272.46,16909.51,13528.59,108.64,29315.44,1269.77,1269.77,10.04,1387.17,499.34,95.83,56.74,413.28,0.0,75.82,2576.3,23.3,2558.09,3825.77,0.0,264.83,0.0,6376.29,509.84,8906.25,24458.29,15552.04,0.0,6962.07,8589.97,8906.25,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,402.33,0.0,0.2,0.0,0.0,0.0,0.0,732.35,34.7,256.06,2406.74,0.0,23.3,23.3,53.08,0.33,17.21,16.36,617.8,550.07,674.6,1880.09,438.98,2307.01,1690.0,4008.96,751.88,627.12,1975.41,206.0,159.7,2.0,70.87,41.32,53.02,144.93,6.96,0.0,78.07,243.81,98.24,15.93,1.2,428.95,0.0,0.0,126.37,600.13,83.43,7.35,17.72,54.61,59.33,82.9,11.07,0.0,44.06,172.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,8.45,28.14,2.14,0.0,0.0,0.0,0.0,6.4,0.0,82.09,68.5,0.0,0.8,38.95,305.23,13.01,0.0,1.14,16.13,0.0,0.0,0.46,0.0,9.98,3.34,0.0,0.46,3923.93,1278.94,2644.99,3923.93,3586.95,3124.03,2882.0,2879.12,2875.75,2637.34,2636.13,2636.13,2636.13,2613.81,2415.34,2065.04,2065.04,2065.04,2055.25,2055.25,2055.25,2055.25,2055.25,1987.35,1987.35,1987.35,1984.39,1896.73,1895.25,1895.25,1966,2,1966,5,0.05553719
1966-03-31 23:59:59,DCR23_Baseline,DCR 2023,Current,3131.35,2053.55,0.0,0.0,0.0,2053.55,2053.55,2053.55,0.0,3080.32,3080.32,0.0,3080.32,-3500.0,20928.66,18597.44,4117.7,22220.63,22220.63,22237.04,21125.73,17253.26,16780.87,15976.95,0.0,26530.22,1282.27,1282.27,50.62,1419.82,1156.11,230.89,34.75,157.61,0.0,95.08,3131.35,21.04,2066.68,3080.32,0.0,195.63,0.0,5228.81,248.74,11161.29,20311.14,9149.85,0.0,5223.3,3837.87,11161.29,0.62,0.9,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.34,298.07,0.0,0.11,0.0,0.0,0.0,0.0,182.15,11.59,85.54,804.02,0.0,21.04,21.04,54.84,0.34,17.83,7.58,608.49,603.25,695.95,1921.36,457.64,2555.94,1690.0,4193.33,738.1,645.67,2100.0,217.0,152.72,3.0,63.44,13.8,17.71,48.42,2.32,0.0,26.08,81.45,32.82,5.32,0.4,143.3,0.0,0.0,42.22,200.49,27.87,2.46,5.92,18.24,19.82,27.7,3.7,0.0,14.72,57.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,7.73,28.23,1.85,0.0,12.89,0.0,0.0,6.23,0.0,56.88,80.36,0.0,0.73,35.78,296.79,4.87,1.1,6.46,15.31,2.09,0.0,2.3,0.0,9.42,2.71,0.0,0.42,2620.15,1172.07,1448.08,2620.15,2292.35,1888.05,1667.97,1665.18,1661.93,1445.15,1444.74,1444.74,1444.74,1433.19,1346.43,1163.14,1163.14,1163.14,1153.04,1153.04,1148.08,1148.08,1148.08,1115.01,1115.01,1115.01,1111.96,1076.84,1075.31,1075.31,1966,3,1966,6,0.061487603
1966-04-30 23:59:59,DCR23_Baseline,DCR 2023,Current,4700.33,600.0,0.0,0.0,0.0,600.0,600.0,600.0,0.0,2498.53,2498.53,0.0,2498.53,-2068.07,12871.09,10276.31,2904.63,13647.73,13647.73,13706.73,12290.63,8900.58,8034.73,7932.26,155.36,18931.24,1909.95,1909.95,783.73,2467.2,1632.62,199.34,65.69,169.55,1795.42,2658.68,4700.33,21.75,618.45,2498.53,0.0,189.81,0.0,3786.72,237.51,9410.83,13388.84,3978.01,0.0,1970.51,2007.5,9410.83,0.62,0.9,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.5,284.11,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,21.75,75.47,0.5,25.45,29.48,1697.37,705.55,796.49,1909.89,481.96,2959.52,1694.76,4552.1,609.57,554.67,2300.0,240.0,152.13,3.0,64.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.73,2.94,124.73,2.02,1.27,29.97,70.91,9.1,4.36,0.42,242.38,127.19,0.0,1.66,53.62,825.8,16.02,3.26,12.86,24.45,48.17,0.0,9.51,0.0,14.41,13.46,0.0,0.67,3730.18,1819.59,1910.59,3730.18,3227.7,2542.6,2226.36,2222.94,2218.95,1907.29,1906.87,1906.87,1906.87,1902.51,1841.72,1554.12,1554.12,1554.12,1540.2,1540.2,1532.62,1532.62,1532.62,1438.76,1438.76,1438.76,1434.55,1365.21,1363.11,1363.11,1966,4,1966,7,0.059504132
1966-05-31 23:59:59,DCR23_Baseline,DCR 2023,Current,5184.31,657.46,0.0,0.0,0.0,657.46,657.46,657.46,0.0,2864.97,2864.97,0.0,2864.97,-2200.92,12814.55,10892.33,3010.82,14398.13,14398.13,14471.38,13405.41,8046.2,5862.74,10631.68,334.94,19020.25,1909.95,1909.95,1124.72,2804.44,1704.96,183.78,58.74,162.46,6045.69,7252.61,5184.31,9.37,679.69,2864.97,0.0,205.73,0.0,3522.43,235.3,10683.87,12965.57,2281.69,0.0,0.0,2281.69,10683.87,0.62,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.5,283.85,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,0.0,9.37,108.56,0.5,34.32,37.98,2348.84,726.05,862.46,1844.73,523.38,2734.05,1813.92,4227.36,477.6,434.8,2285.58,230.58,160.0,3.0,69.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.11,5.68,125.35,3.68,1.23,68.95,82.32,11.21,14.39,0.4,540.24,147.72,0.0,1.61,51.89,988.67,17.49,4.82,16.54,28.55,57.84,0.0,10.6,39.72,14.38,20.49,0.0,0.64,4558.69,2144.36,2414.34,4558.69,3976.28,3165.08,2782.97,2778.97,2774.31,2398.69,2398.28,2398.28,2398.28,2383.89,2262.08,1744.58,1744.58,1744.58,1724.55,1724.55,1724.55,1724.55,1724.55,1591.81,1591.81,1591.81,1585.75,1481.51,1478.48,1478.48,1966,5,1966,8,0.061487603
1966-06-30 23:59:59,DCR23_Baseline,DCR 2023,Current,6140.07,2062.89,0.0,0.0,0.0,2062.89,2062.89,2062.89,0.0,3094.33,3094.33,0.0,3094.33,-5000.0,6084.52,6298.72,2674.36,9747.42,12020.35,12108.78,11751.41,6093.88,5513.4,11380.42,249.94,14958.13,1909.95,1909.95,1256.05,3057.63,2236.58,192.74,114.85,140.58,5811.74,7217.58,6140.07,0.0,2094.53,3094.33,2272.93,240.04,0.0,5157.22,239.04,5781.25,5781.25,0.0,0.0,0.0,0.0,5781.25,0.62,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.5,284.35,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.91,0.5,45.24,70.12,3836.49,721.09,791.35,1748.55,404.14,2498.75,1684.66,3758.6,287.78,318.71,2196.89,240.0,158.68,3.0,73.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.52,17.46,118.33,5.91,8.66,87.16,100.78,13.57,61.57,5.42,1219.89,195.22,15.89,1.65,53.71,1272.96,35.34,7.99,18.17,32.64,77.29,38.06,27.5,49.65,14.95,34.78,208.52,0.67,6244.23,2502.88,3741.35,6244.23,5525.6,4641.37,4181.33,4176.79,4171.49,3721.76,3716.35,3700.46,3491.94,3430.37,3180.13,2047.04,2047.04,2047.04,2021.97,2021.97,2021.97,2021.97,2021.97,1811.89,1811.89,1811.89,1804.31,1689.26,1685.47,1685.47,1966,6,1966,9,0.059504132
1966-07-31 23:59:59,DCR23_Baseline,DCR 2023,Current,6208.71,4420.96,3.07,3.07,0.0,4417.89,4417.89,4420.96,0.0,3614.23,3614.23,0.0,3614.23,-8000.15,8786.49,10134.79,3535.36,14456.42,18105.15,18188.46,15941.18,9377.86,8686.48,15116.76,278.83,20556.54,1909.95,1909.95,1281.01,2957.71,2320.1,210.54,90.72,149.58,6094.12,7507.28,6205.64,9.37,4452.69,3614.23,3648.73,599.44,0.0,8035.19,307.81,6500.0,7829.32,1329.32,1307.35,0.0,0.0,6500.0,0.62,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.5,258.78,0.0,0.24,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,9.37,0.0,9.37,151.43,0.5,67.36,68.95,4378.69,581.84,694.88,1642.68,261.44,1990.81,1522.68,3149.64,120.53,310.44,1988.54,240.0,160.0,3.0,80.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.36,19.75,119.08,6.29,7.96,103.63,53.09,22.42,83.2,16.12,1523.14,142.43,20.5,1.78,51.96,1423.0,35.29,8.9,20.02,32.52,74.8,106.83,28.59,49.65,14.73,33.66,213.0,0.64,6507.6,2332.53,4175.07,6507.6,5879.33,4992.74,4582.65,4577.74,4572.01,4173.34,4157.21,4136.71,3923.71,3840.51,3565.56,2231.24,2231.24,2231.24,2203.29,2200.22,2183.18,2183.18,2183.18,1943.3,1943.3,1943.3,1934.85,1811.32,1807.1,1807.1,1966,7,1966,10,0.061487603
1966-08-31 23:59:59,DCR23_Baseline,DCR 2023,Current,6696.22,6143.86,1294.21,1294.21,0.0,4849.65,4849.65,6143.86,0.0,4600.0,4600.0,0.0,4600.0,-10835.96,5273.46,9844.84,3464.77,14049.63,17606.27,17684.0,16539.28,9989.0,9183.45,14377.42,304.42,19365.02,1909.95,1909.95,1082.57,2529.52,1847.76,232.17,184.54,320.18,4629.52,5936.2,5402.01,4.52,6171.83,4600.0,3556.64,739.93,0.0,10743.86,712.86,4000.0,4465.26,465.26,0.0,0.0,0.0,4000.0,0.62,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.5,316.2,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,4.52,124.98,0.5,72.09,76.04,4276.9,516.96,610.67,1544.76,173.45,1591.36,1363.99,2594.24,65.61,337.08,1746.28,240.0,160.0,3.0,83.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.87,25.28,108.96,5.23,11.89,101.12,64.54,33.87,71.94,0.81,1342.93,129.93,10.83,1.95,52.07,1560.68,35.6,7.15,20.02,32.41,99.95,132.92,23.17,49.65,14.64,40.44,145.74,1.21,7297.77,3265.82,4031.95,7297.77,6776.8,6027.14,5693.85,5688.86,5683.04,5359.25,5358.44,5347.61,5201.87,5129.93,4872.62,3486.21,3486.21,3486.21,3463.15,2168.94,2117.82,2117.82,2117.82,1952.51,1952.51,1952.51,1945.53,1846.29,1842.8,1842.8,1966,8,1966,11,0.061487603
1966-09-30 23:59:59,DCR23_Baseline,DCR 2023,Current,3330.55,1456.39,0.0,0.0,0.0,1288.33,1288.33,1456.39,168.06,4102.7,4102.7,0.0,4102.7,-5611.46,4158.85,5110.65,2386.68,7837.13,9987.3,10044.42,8206.08,6159.96,3591.95,5605.24,266.26,11480.36,1909.95,1909.95,683.06,1149.5,816.52,251.93,347.47,927.36,2006.17,3070.07,3330.55,0.0,1471.67,4102.7,2150.18,1069.63,0.0,5559.09,1313.55,3000.0,3000.0,0.0,0.0,0.0,0.0,3000.0,0.62,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.5,503.61,-0.0,0.22,26.29,0.0,26.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.46,0.5,52.69,68.65,4056.77,475.86,553.88,1496.05,180.84,1566.45,1274.55,2579.85,108.79,165.77,1554.19,235.0,160.0,3.0,86.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.68,37.31,105.64,4.22,12.29,87.74,120.06,63.05,34.1,0.0,698.68,66.25,11.19,2.0,53.69,2121.97,29.24,1.55,16.91,30.47,106.5,161.52,10.95,37.73,14.41,39.41,66.69,1.83,4626.12,824.9,3801.22,4626.12,4425.91,4078.05,3960.13,3955.8,3950.76,3836.1,3836.1,3824.9,3758.21,3724.11,3582.93,2582.42,2582.42,2582.42,2559.46,2559.46,2506.64,2506.64,2506.64,2393.92,2393.92,2393.92,2386.98,2333.63,2330.15,2330.15,1966,9,1966,12,0.059504132
1966-10-31 23:59:59,DCR23_Baseline,DCR 2023,Current,2929.92,1906.73,0.0,0.0,0.0,1906.73,1906.73,1906.73,0.0,2989.37,2989.37,0.0,2989.37,-4373.31,4877.93,4282.42,2210.23,6820.29,8740.26,8778.5,7243.36,5118.03,4191.8,6450.01,108.56,10917.97,1909.95,1909.95,372.55,828.38,635.61,171.46,391.79,1180.94,1618.53,2403.54,2929.92,0.0,1911.05,2989.37,1919.97,2263.75,0.0,4896.1,1748.38,4000.0,4000.0,0.0,0.0,0.0,0.0,4000.0,0.62,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.5,768.38,0.0,0.17,13.92,0.0,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2,0.5,36.06,74.87,3403.22,395.39,497.54,1476.26,172.51,1411.64,1242.92,2453.91,108.79,92.12,1463.12,217.0,153.25,3.0,89.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.69,49.42,87.09,2.99,12.34,65.99,116.19,61.02,23.83,0.0,378.03,48.3,6.1,1.93,51.99,1995.76,27.23,3.58,15.28,28.43,99.29,131.64,8.27,7.05,13.63,47.64,24.66,1.77,3569.49,599.0,2970.48,3569.49,3429.15,3146.49,3078.76,3074.96,3070.53,3004.77,3004.77,2998.67,2974.01,2950.18,2854.92,2325.56,2325.56,2325.56,2310.37,2310.37,2264.21,2264.21,2264.21,2203.15,2203.15,2203.15,2198.56,2166.44,2164.14,2164.14,1966,10,1967,1,0.061487603
1966-11-30 23:59:59,DCR23_Baseline,DCR 2023,Current,1489.6,5648.54,0.0,0.0,0.0,5648.54,5648.54,5648.54,0.0,3317.62,3317.62,0.0,3317.62,-7110.56,6750.9,9263.29,2744.55,10771.67,12516.37,12493.9,10225.65,10463.74,4325.44,5095.08,84.88,14027.22,1909.95,1909.95,72.14,265.94,440.43,224.14,180.18,475.73,0.0,264.71,1489.6,0.0,5649.05,3317.62,1744.69,2783.14,0.0,8966.16,1609.72,4500.0,6761.51,2261.51,2261.51,0.0,0.0,4500.0,0.62,1.0,1.0,0.87,1.0,1.0,1.0,1.0,1.0,0.5,702.18,0.0,0.12,0.0,0.0,0.0,0.0,44.96,0.0,0.0,0.0,0.0,0.0,0.0,65.49,0.5,25.25,66.18,3093.09,402.63,499.96,1492.02,183.13,1393.05,1259.2,2643.01,215.6,261.04,1521.48,206.0,148.63,3.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.24,51.3,68.56,2.29,14.11,47.42,120.06,63.01,6.8,0.0,190.49,36.34,6.01,2.0,53.63,1975.64,22.64,0.69,14.18,16.91,100.49,91.85,7.86,0.0,11.39,43.54,12.91,63.47,2921.92,245.1,2676.81,2921.92,2863.3,2789.14,2747.28,2744.19,2740.58,2700.13,2700.13,2694.11,2681.21,2674.4,2629.63,2154.16,2154.16,2154.16,2142.07,2142.07,2109.31,2109.31,2109.31,2085.95,2085.95,2085.95,2082.29,2061.79,2059.96,2059.96,1966,11,1967,2,0.059504132
