,0
GP_60S_PA1,120.91741814602007
GP_16_NA2,3.149026719184525
GP_08N_NA,92.09282302654054
GP_08N_SA1,46.70115128764986
GP_73_PA2,2.876223453582031
GP_20_NU2,2.000000021011171
GP_03_PU2,5.130208129621752
GP_73_NA,19.070328913020177
GP_09_PR,0.0
GP_WBATOTAL_7S,283.16987055562873
GP_WBATOTAL_26S,37.04171785283993
GP_62_NA6_D,3.0481975121711935
GP_26S_PU4,1.0616174891872523
GP_72_PR5,1.8083417425494241
GP_25_PA2,52.204457754706326
GP_12_NU1,0.004795850789855573
GP_26N_NU5,7.99999999485708
GP_50_PU,9.052438297385256
GP_60S_NA2,0.0
GP_17S_NA,12.371335960786237
GP_WBATOTAL_10,173.38154476568815
GP_72_XA3,2.9893916866452743
GP_08N_PA,18.763265781750317
GP_02_PA,1.0263542278909896
GP_71_PA3,2.8115125791110085
GP_91_PA,19.938413587919683
GP_WBATOTAL_18,26.355404670462885
GP_14_NA,2.6376532904199155
GP_26S_PU5,0.00927552159049421
GP_72_NA2,126.44751318786882
GP_61_NA6,10.318783814306693
GP_71_NA2,19.527534805164308
GP_15S_SA,6.003522558469644
GP_60N_NA2,81.30675040944544
GP_24_NA3,2.339759416468708
GP_WBATOTAL_73,107.25717632161624
GP_60N_NA5,158.6619327070458
GP_10_NA,150.38275118261353
GP_WBATOTAL_16,82.03078967678279
GP_WBATOTAL_71,103.96204425344527
GP_04_NU1,3.9999999378111535
GP_62_NA4,0.7012901051580661
GP_64_XA,5.506732004205698
GP_24_NA2,44.946931838748576
GP_18_NU,0.19800000069674198
GP_08S_PR,0.0
GP_63_NA1,74.00910787848244
GP_07S_PA,119.80220558161078
GP_62_NA6,7.109811689276478
GP_62_NA2,0.8444582653267614
GP_06_NA,3.2906274020447275
GP_15S_NA2_LYRA,40.18513662948714
GP_73_XA,1.5806153785970105
GP_15N_NA2_D1644,2.5916074748409077
GP_24_NU1,0.9583591654251172
GP_63_PR2,9.65202246705359
GP_04_PA1,14.59532776506189
GP_09_SA1,3.1024628407547574
GP_64_PA1,254.76962673343652
GP_15N_NU,2.5633541978803027
GP_13_NA,5.450186171901719
GP_16_PA,6.732977152166927
GP_WBATOTAL_60S,230.73442761660218
GP_71_PA8,7.050654210094915
GP_16_NU,3.9999999675099467
GP_26N_NU1,23.964372875168507
GP_60S_PA2,108.50714042599404
GP_60N_NU2,0.0
GP_17N_NR,0.0
GP_17S_NU,0.7982969106210897
GP_18_SA,22.918262517814327
GP_WBATOTAL_7N,242.46751607952717
GP_WBATOTAL_3,8.778647661188305
GP_23_NU,0.8991718625738333
GP_90_PU,2.349264184594899
GP_26S_PU1,0.06645256230120031
GP_14_NA_D1644,2.6376532904199155
GP_WBATOTAL_17S,21.92545097647629
GP_60N_NU1,17.00000008944993
GP_WBATOTAL_50,0.0
GP_63_NA3_P,83.57975119173378
GP_61_PA2_P,8.915455260772449
GP_10_NU2,0.9987939776831638
GP_11_SA2,26.66311004338751
GP_63_NA3_D,48.61159471311547
GP_09_NU,0.19799999931612797
GP_71_PA2,0.0
GP_15N_SA,2.901824329484242
GP_20_PA,4.188861181671488
GP_26S_NU4,0.00726634648417797
GP_07N_NU,2.0000000135844895
GP_WBATOTAL_60N,419.8876564565873
GP_14_NU,0.9983031757893467
GP_72_XA1,3.390014987611506
GP_08S_SA1,38.8758431231415
GP_17N_PR,5.061729588556448
GP_18_NA,3.2391421519518144
GP_14_NA_LYRA,2.637653290419917
GP_24_NA1,13.316824082677035
GP_72_PR1,0.3362771203879504
GP_21_SA,34.29548949329277
GP_72_PA,0.2934293089484156
GP_61_PA3,52.26390072772394
GP_WBATOTAL_12,38.33499170332702
GP_03_SA,0.08504876986673283
GP_72_PR2,0.3911601334424486
GP_02_SU,2.8093051898352646
GP_61_PA3_P,36.24972877671751
GP_04_NU2,8.000000024530799
GP_13_NU1,3.8759426704936724e-17
GP_WBATOTAL_15S,93.30146864163481
GP_22_SA2,4.451404005827812
GP_60N_NA1,0.03799987223346346
GP_11_NA,34.362287728227166
GP_11_NU1,0.002930147931502647
GP_72_PR6,1.4012757708026529
GP_72_NA1,3.3043799085615637
