,Scenario,S_OROVL,S_FOLSM,S_SHSTA,S_TRNTY,S_SLUIS_SWP,S_SLUIS_CVP,C_LWSTN,D_LWSTN_CCT011,C_WKYTN,C_KSWCK,C_SAC097,C_FTR059,C_FTR003,C_YUB006,C_SAC083,C_NTOMA,C_AMR004,GP_SACWBA,C_CAA003,C_CAA003_SWP,C_CAA003_CVP,C_CAA003_WTS,C_DMC000,C_DMC000_CVP,C_DMC000_WTS,SWP_TA_TOTAL,SWP_IN_TOTAL,SWP_CO_TOTAL,icy,icm,iwy,iwm,cfs_taf
1922-03-31 23:59:59,Baseline,2682.304376491705,750.338466511142,3897.03629163499,1780.0653346950246,1066.9999999999998,971.9999999999998,300.0,630.693890187574,200.0,3250.0,9948.960368819071,1700.0,7387.191729761643,2477.91532673262,21510.21793521778,1750.0000000000002,1666.69158065776,300.56494284634186,5151.068583672522,5151.068583672522,0.0,0.0,2479.465464151498,2479.465464151498,0.0,1773.8408146140641,422.7215539698227,0.0,1922,3,1922,6,0.061487603
1922-03-31 23:59:59,Orov_Sens,2682.011607411876,750.338466511142,3897.03629163499,1780.0653346950246,1066.9999999999998,971.9999999999998,300.0,630.693890187574,200.0,3250.0,9948.960368819071,1700.0,7387.191729761639,2477.91532673262,21510.217935217777,1750.0000000000002,1666.69158065776,300.56494284634186,5151.068583672522,5151.068583672522,0.0,0.0,2479.465464151498,2479.465464151498,0.0,1773.866488166553,422.9443090299666,0.0,1922,3,1922,6,0.061487603
1922-04-30 23:59:59,Baseline,3345.573894029082,899.9999999999998,4540.6113758604715,1864.022426950698,946.231067988831,971.9999999999998,540.0,575.5810632252609,200.0,3249.9999999999986,7485.423131448014,999.9999999999999,6259.442419764495,4074.8944624723217,15022.862743249085,4188.036995811853,4070.443058082594,5210.033054567453,674.1142601923788,674.1142601923789,0.0,0.0,3894.98187291877,3894.98187291877,0.0,2655.8945185846837,0.0,0.0,1922,4,1922,7,0.059504132
1922-04-30 23:59:59,Orov_Sens,3336.430801141906,899.9999999999998,4540.611375860471,1864.022426950698,946.2297814779766,971.9999999999998,540.0,575.5810632252627,200.0,3250.0,7485.424248461927,1116.1718157010823,6389.820731208417,4074.8944624723217,15152.963220125128,4188.036995811852,4070.4688695023515,5210.033054567453,674.1142601923788,674.1142601923789,0.0,0.0,3894.98187291877,3894.98187291877,0.0,2655.9161543779974,0.0,0.0,1922,4,1922,7,0.059504132
1922-05-31 23:59:59,Baseline,3538.0000000000005,966.9999999999997,4552.100000000001,1944.2766234219378,879.313947056515,929.2739231021266,2923.9999999999995,0.0,199.99999999999997,10087.63950140537,8161.826188023107,16319.994700226653,25639.56780491354,10511.956129111966,36819.148567743854,11650.220206044769,11461.050548839252,7405.669751602676,2673.0376751434446,2673.0376751434446,0.0,0.0,4009.5565127151813,4009.5565127151813,0.0,3523.0809646258203,0.0,0.0,1922,5,1922,8,0.061487603
1922-05-31 23:59:59,Orov_Sens,3425.1684570312505,966.9999999999998,4552.1,1944.2766234219378,879.3114465792277,929.2739231021274,2923.9999999999995,0.0,199.99999999999997,10087.63950140536,8161.840590838193,17980.926954552575,27157.425770298298,10511.956129111966,38341.574650250746,11650.220206791484,11461.209515125092,7405.669751602679,2673.0376751434455,2673.0376751434455,0.0,0.0,4009.556512715182,4009.556512715182,0.0,3523.100781804461,0.0,0.0,1922,5,1922,8,0.061487603
1922-06-30 23:59:59,Baseline,3537.9999999999995,966.9999999999998,4377.398225907479,1987.4732614428067,782.0377612302725,720.6882739772126,783.0,226.40145283331054,318.0555555666666,8212.290574138426,3840.671842494608,9114.67676411443,18809.270826283206,9265.216544565516,23618.439434899934,10512.457257344437,10303.582714501288,9277.32211051708,4242.307858976567,4242.307858976568,0.0,0.0,4599.9999999999945,4599.999999999995,0.0,5710.062087407412,0.0,0.0,1922,6,1922,9,0.059504132
1922-06-30 23:59:59,Orov_Sens,3425.1684570312495,966.9999999999999,4377.39823416337,1987.473261442807,782.0338500116782,721.185475795684,783.0000000000001,226.40145283330924,318.05555556666667,8212.29043521096,3840.688266877348,9114.382634940248,18941.789206366622,9265.216544565512,23751.49285579747,10512.457257845983,10303.711881669518,9277.322110517083,4242.307858976604,4242.307858976604,0.0,0.0,4600.0,4600.0,0.0,5710.085966160408,0.0,0.0,1922,6,1922,9,0.059504132
1922-07-31 23:59:59,Baseline,3027.0925332797838,942.0000000000001,3932.439819705434,1939.4408509855955,839.4971066432514,372.99736032122286,450.00000000000006,506.1211557152428,150.0,11132.356221735103,3911.912335259102,8142.066914495586,11097.499446849415,2709.056689852602,15955.939522270235,2607.3895656824284,2421.5359827510465,9990.88415307105,7179.999999999999,7179.999999999999,0.0,0.0,3867.7912501993437,3867.7912501993437,0.0,6066.1361223100685,0.0,0.0,1922,7,1922,10,0.061487603
1922-07-31 23:59:59,Orov_Sens,2914.6903075764585,942.0000000000005,3932.4398407506883,1939.4408524550856,839.491676431392,375.1108243188145,450.00000000000006,506.1211317837517,150.0,11132.355988917378,3911.926935020155,8136.665149580783,11106.799724310702,2709.056689852602,15965.47109752125,2607.3895656824247,2421.612935730434,9990.88415307105,7179.999999999999,7179.999999999997,0.0,2.7284841053187847e-12,3894.1554232176563,3894.1554232176563,0.0,6066.161105993417,0.0,0.0,1922,7,1922,10,0.061487603
1922-08-31 23:59:59,Baseline,2523.9560806212685,792.0000000000003,3661.8151778829083,1794.243334141515,881.0313767890194,187.91617507484344,863.2500000000001,1491.6606315358651,150.0,8860.847714240777,4089.353294221558,8217.50786823065,10172.424586565267,1724.5019954824431,15286.109608858245,3662.5003970689695,3472.060338496131,7519.516450095731,6854.731182774193,6854.731182774193,0.0,0.0,4435.900317634589,4435.900317634589,0.0,6049.337119967062,0.0,0.0,1922,8,1922,11,0.061487603
1922-08-31 23:59:59,Orov_Sens,2439.6359077535894,792.0000000000003,3661.8152132783293,1794.2433387191793,853.913373761759,193.5638173340398,863.2500000000001,1491.6605808670543,150.0,8860.847428986144,4089.362459394796,7763.483447217781,9765.228216030291,1724.5019954824431,14880.081622171838,3662.5003985624053,3472.0144516980495,7519.516450095729,6575.753183712483,6413.118775099585,0.0,162.63440861289862,4493.7927392575,4493.7927392575,0.0,6049.361019175115,0.0,0.0,1922,8,1922,11,0.061487603
1922-09-30 23:59:59,Baseline,2374.2378294004775,711.4785645308978,3399.9647600030175,1642.0800967312823,661.6812479789677,162.9332136772373,863.25,1674.7681194524737,150.0,9071.504434816808,6460.318016573079,3387.690240464393,5189.285141292798,1258.2788491294302,14055.189691292539,1749.999999999999,1621.9425906701188,5168.789571981639,1806.2062018982162,1638.1506463315513,0.0,168.05555556666482,4080.8922565833973,4080.8922565833973,0.0,5189.425996375145,0.0,0.0,1922,9,1922,12,0.059504132
1922-09-30 23:59:59,Orov_Sens,2318.713857015887,711.4785646225738,3399.9552418954595,1642.0801052596955,604.0441055693839,161.47760824306204,863.25,1674.7680528605463,150.0,9071.665134124552,6460.48318491632,2902.87132111578,4705.078389961158,1258.2788491294302,13571.927657119735,1749.999999999999,1621.822020588599,5168.789571981639,1291.5998233303762,1123.5442677637038,0.0,168.05555556667255,3961.73699710061,3961.73699710061,0.0,5189.450559712302,0.0,0.0,1922,9,1922,12,0.059504132
1922-10-31 23:59:59,Baseline,2190.584749675704,678.6437612688364,3249.9903710203594,1600.0000000000002,611.0336274944744,224.63265275945892,372.9999999999999,557.2653214598762,199.99999999999997,6764.678674996112,6334.236808071081,3999.9999999999986,4911.985862619695,530.0000000000001,12789.298693780016,1499.9999999999995,1393.7317504561406,1550.7434502053225,3484.0256188332314,3484.025618833232,0.0,0.0,4185.869076678064,4185.869076678065,0.0,4604.9703027279675,0.0,0.0,1922,10,1923,1,0.061487603
1922-10-31 23:59:59,Orov_Sens,2134.7621608260465,678.6437615438634,3249.991128221309,1600.0000000000002,555.4534206674364,225.35050339042337,372.9999999999999,557.2654601047009,199.99999999999997,6764.511797549906,6334.097775748816,3999.9999999999995,4838.699366502617,530.0000000000001,12714.946825025554,1499.9999999999995,1393.7245545929998,1550.743450205322,3516.2080375518667,3516.2080375518676,0.0,0.0,4221.197542677264,4221.197542677262,0.0,4604.9977711288575,0.0,0.0,1922,10,1923,1,0.061487603
