,S_OROVL,S_FOLSM,icy,icm,iwy,iwm,cfs_taf
2014-10-31 23:59:59,724.9965155458872,246.17719539959793,2014,10,2015,1,0.061487603
2014-11-30 23:59:59,702.5850807338109,261.7293329354511,2014,11,2015,2,0.059504132
2014-12-31 23:59:59,1128.3032197690995,464.9381569537219,2014,12,2015,3,0.061487603
2015-01-31 23:59:59,1154.270847348025,478.669601807034,2015,1,2015,4,0.061487603
2015-02-28 23:59:59,1464.994133210737,546.781844185481,2015,2,2015,5,0.05553719
2015-03-31 23:59:59,1447.1928126489208,510.41878541408346,2015,3,2015,6,0.061487603
2015-04-30 23:59:59,1442.7572574830597,490.9260006514651,2015,4,2015,7,0.059504132
2015-05-31 23:59:59,1237.3687212302934,443.5504179712007,2015,5,2015,8,0.061487603
2015-06-30 23:59:59,926.2473083874011,335.03224262920816,2015,6,2015,9,0.059504132
2015-07-31 23:59:59,603.0614691499358,247.75024740587722,2015,7,2015,10,0.061487603
2015-08-31 23:59:59,420.6389415738804,193.50029254643403,2015,8,2015,11,0.061487603
2015-09-30 23:59:59,411.02166287512307,193.94648398429234,2015,9,2015,12,0.059504132
2015-10-31 23:59:59,356.95410451746307,167.007884450143,2015,10,2016,1,0.061487603
2015-11-30 23:59:59,263.41581845377834,162.33098241560447,2015,11,2016,2,0.059504132
2015-12-31 23:59:59,359.45307246324535,315.90025821166154,2015,12,2016,3,0.061487603
2016-01-31 23:59:59,867.2013109095702,567.0000000000001,2016,1,2016,4,0.061487603
2016-02-29 23:59:59,1163.9460946785723,567.0000000000001,2016,2,2016,5,0.057520661
2016-03-31 23:59:59,2374.758158646256,755.9999999999998,2016,3,2016,6,0.061487603
2016-04-30 23:59:59,2607.524251238083,900.0,2016,4,2016,7,0.059504132
2016-05-31 23:59:59,2618.077438736786,966.9999999999999,2016,5,2016,8,0.061487603
2016-06-30 23:59:59,2432.3877468924934,863.1884665416262,2016,6,2016,9,0.059504132
2016-07-31 23:59:59,1746.20525025603,603.8172778190113,2016,7,2016,10,0.061487603
2016-08-31 23:59:59,1592.4480497203913,390.6845288964405,2016,8,2016,11,0.061487603
2016-09-30 23:59:59,1552.0143805850983,356.521968281651,2016,9,2016,12,0.059504132
2016-10-31 23:59:59,1597.007002040621,479.98801981886015,2016,10,2017,1,0.061487603
2016-11-30 23:59:59,1598.6201545997524,400.52561268006474,2016,11,2017,2,0.059504132
2016-12-31 23:59:59,2150.832709645297,567.0000000000001,2016,12,2017,3,0.061487603
2017-01-31 23:59:59,2787.9999999999995,566.9999999999994,2017,1,2017,4,0.061487603
2017-02-28 23:59:59,2788.0,566.9999999999998,2017,2,2017,5,0.05553719
2017-03-31 23:59:59,2799.130859375001,756.0000000000001,2017,3,2017,6,0.061487603
2017-04-30 23:59:59,3220.1281729434722,899.9999999999997,2017,4,2017,7,0.059504132
2017-05-31 23:59:59,3538.000000000001,966.9999999999998,2017,5,2017,8,0.061487603
2017-06-30 23:59:59,3538.000000000001,967.0000000000005,2017,6,2017,9,0.059504132
2017-07-31 23:59:59,3242.450955429245,941.9999999999999,2017,7,2017,10,0.061487603
2017-08-31 23:59:59,3179.4236922749087,792.0,2017,8,2017,11,0.061487603
2017-09-30 23:59:59,3152.658366821637,752.000000000001,2017,9,2017,12,0.059504132
2017-10-31 23:59:59,2984.3621966852356,710.8285329391902,2017,10,2018,1,0.061487603
2017-11-30 23:59:59,3016.212646484375,567.0000000000001,2017,11,2018,2,0.059504132
2017-12-31 23:59:59,2981.055785686523,530.1054381055648,2017,12,2018,3,0.061487603
2018-01-31 23:59:59,3079.021728515625,567.0000000000002,2018,1,2018,4,0.061487603
2018-02-28 23:59:59,3138.8230617769045,567.0000000000002,2018,2,2018,5,0.05553719
2018-03-31 23:59:59,3040.0322265625005,756.0000000000001,2018,3,2018,6,0.061487603
2018-04-30 23:59:59,3378.2044835483207,900.0,2018,4,2018,7,0.059504132
2018-05-31 23:59:59,3313.8939441236353,967.0,2018,5,2018,8,0.061487603
2018-06-30 23:59:59,3129.820263047907,844.2136636176889,2018,6,2018,9,0.059504132
2018-07-31 23:59:59,2453.9514220895226,600.3190752468913,2018,7,2018,10,0.061487603
2018-08-31 23:59:59,1928.6559713451568,510.1077997857102,2018,8,2018,11,0.061487603
2018-09-30 23:59:59,1835.8396105092497,455.06776139367355,2018,9,2018,12,0.059504132
2018-10-31 23:59:59,1763.6987802270537,410.436266181831,2018,10,2019,1,0.061487603
2018-11-30 23:59:59,1700.5940234555922,365.8979791307704,2018,11,2019,2,0.059504132
2018-12-31 23:59:59,1672.858614982301,369.8059702044939,2018,12,2019,3,0.061487603
2019-01-31 23:59:59,2024.3765347270125,566.9999999999994,2019,1,2019,4,0.061487603
2019-02-28 23:59:59,2788.0000000000005,567.0000000000001,2019,2,2019,5,0.05553719
2019-03-31 23:59:59,2788.0,756.0000000000002,2019,3,2019,6,0.061487603
2019-04-30 23:59:59,3349.0748251160176,900.0000000000006,2019,4,2019,7,0.059504132
2019-05-31 23:59:59,3537.999999999999,967.0,2019,5,2019,8,0.061487603
2019-06-30 23:59:59,3538.0,966.9999999999991,2019,6,2019,9,0.059504132
2019-07-31 23:59:59,3181.999872913477,942.0000000000001,2019,7,2019,10,0.061487603
2019-08-31 23:59:59,3148.053990785713,792.0000000000001,2019,8,2019,11,0.061487603
2019-09-30 23:59:59,3018.3453579550132,751.9999999999999,2019,9,2019,12,0.059504132
2019-10-31 23:59:59,2817.106363575492,706.5011569345221,2019,10,2020,1,0.061487603
2019-11-30 23:59:59,2731.5021963218273,561.2169536997745,2019,11,2020,2,0.059504132
2019-12-31 23:59:59,2888.3361875304795,567.0000000000003,2019,12,2020,3,0.061487603
2020-01-31 23:59:59,2926.3693384147564,559.8033951860393,2020,1,2020,4,0.061487603
2020-02-29 23:59:59,2954.3126150540597,541.0940437873486,2020,2,2020,5,0.057520661
2020-03-31 23:59:59,2979.824682554214,585.503613213787,2020,3,2020,6,0.061487603
2020-04-30 23:59:59,3202.979460933834,794.9109519098852,2020,4,2020,7,0.059504132
2020-05-31 23:59:59,3169.3169933347167,899.1042899700526,2020,5,2020,8,0.061487603
2020-06-30 23:59:59,2877.868401739376,731.4829239384512,2020,6,2020,9,0.059504132
2020-07-31 23:59:59,2156.4623322636107,635.6522631081444,2020,7,2020,10,0.061487603
2020-08-31 23:59:59,1540.4647840218993,573.9554839863024,2020,8,2020,11,0.061487603
2020-09-30 23:59:59,1562.0680528042537,539.2460480560542,2020,9,2020,12,0.059504132
2020-10-31 23:59:59,1447.0714259168114,491.1260706305344,2020,10,2021,1,0.061487603
2020-11-30 23:59:59,1398.6281894463689,433.6328353613678,2020,11,2021,2,0.059504132
2020-12-31 23:59:59,1360.7808449088584,472.16603385515816,2020,12,2021,3,0.061487603
2021-01-31 23:59:59,1345.3976255183827,496.28583908922417,2021,1,2021,4,0.061487603
2021-02-28 23:59:59,1450.4642299098814,520.5064244054303,2021,2,2021,5,0.05553719
2021-03-31 23:59:59,1553.37510564415,538.1777780218658,2021,3,2021,6,0.061487603
2021-04-30 23:59:59,1532.7026576344108,566.8735326950032,2021,4,2021,7,0.059504132
2021-05-31 23:59:59,1460.9507477287066,559.1164985264669,2021,5,2021,8,0.061487603
2021-06-30 23:59:59,1219.7867867676189,495.3537776448884,2021,6,2021,9,0.059504132
2021-07-31 23:59:59,879.4294924264846,411.0597572831143,2021,7,2021,10,0.061487603
2021-08-31 23:59:59,674.5250666267565,329.31924925667613,2021,8,2021,11,0.061487603
2021-09-30 23:59:59,668.5981831479767,335.8430653734775,2021,9,2021,12,0.059504132
